RAW	190515	010145	074485	02
GEOM1	00.00	00.00	0.000000	0.000000	0.000000	0.000000	00.00	00.00	00.00	00.00	1000000.00	-3
GEOM2	00.00	00.00	0.000000	0.000000	0.000000	0.000000	00.00	00.00	00.00	00.00	0000.000	0000.000	1000000.00	-3
LDF	16.123150	0.188571	50.044540	0.152349	0015910.6	0021971.0	00.10	00.83	-1
GLDF	00.00	32.94	0.000000	0.150000	0.000000	0.150001	00.00	78.17	00.00	01.41	0015910.6	0000001.4	00.10	1000000.00	-2
0774	04	08.22463	08.21964	03.37	04.60	04.56	33.62	-0.05
0576	01	05.89800	05.90299	02.34	00.54	01.05	37.01	-0.02
0674	04	08.70501	08.70501	01.83	02.61	02.84	33.58	-0.04
0874	01	00.00000	00.00000	01.30	01.31	06.35	33.66	-0.06
0874	02	06.06092	06.06092	05.85	05.37	06.35	33.66	-0.06
1076	01	03.64011	03.64011	00.66	01.00	09.70	37.20	-0.12
0775	02	05.51923	05.51923	05.26	06.59	04.56	35.35	-0.05
0672	01	09.94414	09.94913	01.70	00.69	02.92	30.12	-0.04
0572	01	11.80402	11.80402	02.50	01.54	01.20	30.14	-0.04
0875	02	02.00865	02.01365	07.89	01.54	06.27	35.38	-0.07
