190721	180311	068581	20.037472	0.123934	55.269311	0.116982	005	33.429279	321.742667	02.746708	43.419334	43.584434	440953.57	174947.62	5.341	0.079	03
0372	01	00.00000	00.00000	00.56	01.21	-2.24	30.01	-0.01
0977	05	05.39872	05.49365	1089.85	1091.46	07.92	38.89	-0.09
0978	04	05.07078	05.16571	04.63	04.02	07.91	40.63	-0.05
0878	04	04.29408	04.38402	07.29	09.68	06.34	40.13	-0.02
0878	02	11.90890	12.00883	01.75	01.07	06.34	40.13	-0.02
0876	04	05.68969	05.77963	01.36	01.59	06.27	37.12	-0.05
0877	04	04.81194	04.91187	09.95	17.67	06.20	38.86	-0.05
0000	00	00.00000	00.00000	00.00	00.00	00.00	00.00	00.00
0000	00	00.00000	00.00000	00.00	00.00	00.00	00.00	00.00
0000	00	00.00000	00.00000	00.00	00.00	00.00	00.00	00.00
