RAW	190601	002527	961581	02
GEOM1	00.00	00.00	0.000000	0.000000	0.000000	0.000000	00.00	00.00	00.00	00.00	1000000.00	-3
GEOM2	00.00	00.00	0.000000	0.000000	0.000000	0.000000	00.00	00.00	00.00	00.00	0000.000	0000.000	1000000.00	-3
LDF	14.293266	0.120485	47.418169	0.121351	0274319.9	0102975.8	09.25	00.01	-1
GLDF	00.00	24.37	0.000000	0.150000	0.000000	0.150001	00.00	68.01	00.00	01.41	0274319.9	0000001.4	09.25	1000000.00	-2
0774	02	10.73310	10.73310	01.86	01.01	04.56	33.62	-0.05
0472	01	12.15633	12.15633	01.11	01.03	-0.52	30.05	-0.03
0576	01	11.58143	11.58642	02.05	00.69	01.05	37.01	-0.02
0673	04	05.46798	05.46798	04.68	07.39	02.92	31.83	-0.04
0876	01	00.00000	00.00000	01.88	01.38	06.27	37.12	-0.05
0876	01	05.41629	05.41629	01.03	01.73	06.27	37.12	-0.05
0876	01	07.13511	07.13511	00.90	01.45	06.27	37.12	-0.05
0573	02	07.63345	07.63345	04.20	06.93	01.13	31.81	-0.04
0474	01	11.72024	11.72024	01.01	00.65	-0.59	33.51	-0.01
0572	04	05.10252	05.09752	06.38	06.16	01.20	30.14	-0.04
