RAW	190605	112219	900352	02
GEOM1	00.00	00.00	0.000000	0.000000	0.000000	0.000000	00.00	00.00	00.00	00.00	1000000.00	-3
GEOM2	00.00	00.00	0.000000	0.000000	0.000000	0.000000	00.00	00.00	00.00	00.00	0000.000	0000.000	1000000.00	-3
LDF	15.078593	0.150000	46.688585	0.150035	1247861.7	0818108.5	49.45	00.00	-2
GLDF	00.00	13.77	0.000000	0.150000	0.000000	0.150000	00.00	49.20	00.00	01.41	1247861.7	0000001.4	49.45	1000000.00	-2
0774	01	12.41492	12.40992	01.04	01.21	04.56	33.62	-0.05
0574	02	02.62753	02.62753	03.13	01.74	01.13	33.54	-0.04
0673	04	05.66225	05.66225	04.51	10.91	02.92	31.83	-0.04
0777	01	02.30877	02.30877	01.60	01.39	04.48	38.84	-0.02
0874	01	03.32066	03.32566	01.51	00.85	06.35	33.66	-0.06
1076	01	02.92781	02.92781	01.61	01.06	09.70	37.20	-0.12
0473	02	00.02062	00.01562	01.31	01.76	-0.52	31.76	-0.03
0672	05	05.43166	05.43166	86.31	95.75	02.92	30.12	-0.04
0475	02	06.31139	06.30640	02.75	02.68	-0.66	35.24	-0.01
0572	02	00.00000	00.00000	01.45	02.38	01.20	30.14	-0.04
0572	03	07.74973	07.74973	04.66	05.15	01.20	30.14	-0.04
